Id,A,B,C,D,E,F,G,H,I,Air Quality
2173,11.1,6.5,3.6,20.0,26.2,72.8,0.95,8.3,516,3
2174,10.1,7.0,6.3,26.6,11.8,77.5,1.15,11.5,245,3
2175,5.7,13.9,42.5,32.9,21.1,49.7,1.7,40.5,374,2
2176,6.4,12.7,23.6,30.7,28.9,50.1,1.56,44.2,659,2
2177,10.5,2.7,5.9,24.2,19.5,71.6,1.13,11.1,547,3
2178,4.0,15.4,10.7,27.2,31.4,71.6,2.09,24.4,434,1
2179,13.4,4.6,9.6,24.1,23.9,39.7,0.92,14.8,350,3
2180,10.6,7.5,11.4,25.8,23.1,78.8,0.92,19.7,547,3
2181,11.8,3.3,0.1,25.1,22.4,49.8,0.73,6.0,510,3
2182,10.2,6.3,4.9,26.4,10.7,56.9,0.99,8.9,276,3
2183,9.8,21.9,40.4,27.0,30.1,86.2,1.99,50.4,581,1
2184,9.2,9.4,72.4,34.6,17.6,52.4,1.43,82.4,343,2
2185,5.1,5.6,14.2,35.1,25.0,67.6,1.52,25.5,345,2
2186,3.1,3.0,48.5,35.1,44.6,100.9,2.82,69.4,830,0
2187,10.5,7.4,58.9,28.7,21.3,67.8,1.15,68.3,614,3
2188,10.2,4.6,3.8,25.7,25.1,69.6,0.97,7.4,310,3
2189,9.6,9.1,21.7,24.9,18.9,54.3,1.45,38.0,437,2
2190,14.3,7.3,10.6,24.3,13.2,40.8,0.85,16.6,398,3
2191,13.5,5.3,13.7,23.4,22.6,54.9,1.12,18.9,269,3
2192,7.9,21.9,1.5,27.2,29.7,68.6,1.91,11.8,410,1
2193,6.0,10.5,23.2,27.1,24.4,87.7,1.55,36.1,376,2
2194,11.9,27.7,10.2,33.7,33.6,83.3,2.53,32.2,541,1
2195,11.5,6.1,2.5,24.4,19.2,65.5,1.12,9.2,393,3
2196,5.5,19.3,24.6,30.4,35.0,102.2,1.93,30.2,758,1
2197,14.6,2.8,19.2,28.5,13.5,53.4,1.0,25.1,262,3
2198,3.5,27.6,76.7,36.1,35.3,87.2,2.5,98.2,771,0
2199,7.6,7.0,20.4,34.6,22.9,71.4,1.64,32.4,514,2
2200,5.2,5.7,23.9,26.5,19.7,82.2,1.31,34.0,438,2
2201,5.0,11.9,0.2,22.7,20.6,80.1,1.51,14.0,376,2
2202,5.6,13.1,65.0,34.2,26.1,93.5,1.3,77.5,438,2
2203,4.1,29.0,25.2,39.3,34.3,96.3,2.23,62.4,623,0
2204,10.5,3.8,3.0,26.0,16.9,52.7,0.92,11.4,457,3
2205,10.3,5.7,0.8,23.3,18.4,66.1,0.89,5.2,492,3
2206,10.0,12.5,25.7,26.4,32.1,64.0,1.64,31.6,589,2
2207,4.4,13.6,37.6,39.4,39.0,80.3,1.99,53.3,448,1
2208,5.3,8.8,6.5,30.6,21.0,57.1,1.74,16.8,543,2
2209,3.6,12.0,8.0,33.8,27.8,84.6,2.94,23.7,839,0
2210,5.7,5.1,0.1,30.8,32.5,83.8,1.53,1.3,601,2
2211,10.7,2.5,17.0,27.3,12.9,47.6,0.93,23.5,571,3
2212,14.2,10.3,34.6,25.0,10.8,82.2,1.01,40.2,608,3
2213,4.1,27.7,96.1,41.0,47.2,98.3,2.97,122.2,686,0
2214,10.9,3.1,3.7,28.8,24.5,58.0,1.11,3.6,519,3
2215,10.6,0.5,9.2,23.1,15.8,53.9,0.99,12.1,365,3
2216,9.6,12.4,41.8,27.4,22.4,67.3,1.65,52.9,446,2
2217,8.1,22.4,121.6,39.2,30.1,77.0,2.8,121.2,734,0
2218,3.4,14.7,31.2,43.2,36.7,64.6,2.3,48.6,540,1
2219,9.5,6.6,18.2,42.4,46.7,102.6,2.67,38.5,720,0
2220,6.7,19.1,16.0,26.8,44.6,88.6,2.13,28.5,484,1
2221,16.0,11.3,21.0,25.4,22.3,83.8,1.3,27.7,388,2
2222,4.7,10.3,5.0,40.1,27.5,58.4,1.91,13.4,616,1
2223,5.4,20.9,44.2,47.0,46.5,66.5,1.91,78.1,673,0
2224,13.4,10.0,18.1,36.0,29.2,59.4,1.29,20.1,527,2
2225,13.3,3.1,14.2,28.7,23.6,60.5,1.09,16.3,454,3
2226,10.7,7.9,5.4,23.5,24.9,41.3,1.12,8.4,360,3
2227,11.1,8.5,1.3,25.7,24.6,46.4,0.92,5.7,494,3
2228,11.9,2.8,2.1,19.5,17.0,51.5,0.95,9.5,471,3
2229,5.8,9.9,1.1,32.3,23.9,69.0,1.39,13.5,461,2
2230,5.7,0.7,54.1,25.5,30.8,68.4,1.81,64.4,671,1
2231,9.6,9.2,5.6,37.5,22.0,58.7,1.56,22.7,467,2
2232,10.3,6.5,12.5,28.0,26.1,45.1,0.94,13.4,409,3
2233,5.6,7.9,7.8,27.8,29.7,53.7,1.31,16.9,613,2
2234,11.2,1.2,1.6,26.3,22.0,49.5,1.05,5.6,207,3
2235,5.2,18.9,37.9,39.0,47.7,77.2,1.7,52.4,617,1
2236,7.2,16.2,15.9,37.1,27.0,58.0,1.18,19.3,403,2
2237,5.2,30.2,2.4,39.3,54.1,79.9,2.54,23.6,733,0
2238,9.0,13.8,28.8,22.3,29.5,68.0,1.97,43.1,612,2
2239,13.2,2.4,7.1,28.0,24.7,52.5,1.0,15.8,554,3
2240,13.0,2.6,7.7,25.5,16.4,59.8,1.05,13.1,244,3
2241,8.6,2.9,12.5,24.9,25.0,93.1,2.26,18.1,473,1
2242,6.6,18.0,29.1,40.4,31.1,79.3,1.85,43.9,615,1
2243,6.0,5.3,7.1,31.2,22.4,65.8,1.4,16.2,495,2
2244,12.5,7.8,7.6,21.4,22.7,49.5,0.92,15.3,576,3
2245,7.6,8.0,52.9,34.4,25.5,86.5,1.78,63.7,375,2
2246,15.3,-0.4,3.9,30.1,19.6,59.5,1.0,8.3,488,3
2247,5.5,18.9,12.1,40.7,35.9,67.9,2.24,30.6,504,1
2248,11.8,5.4,20.4,19.8,25.2,61.8,1.07,28.4,504,3
2249,5.0,12.0,87.5,25.7,27.9,77.2,2.49,98.2,541,1
2250,3.3,31.7,0.7,42.1,32.9,74.2,2.73,16.8,526,0
2251,10.2,6.9,22.6,23.0,15.7,38.2,1.11,27.7,340,3
2252,10.0,5.8,17.9,22.3,27.9,59.6,1.01,23.5,359,3
2253,3.9,20.4,22.8,57.7,33.2,77.3,3.03,42.8,810,0
2254,2.8,3.9,61.2,40.2,35.2,84.8,1.82,77.0,905,0
2255,10.5,15.0,26.0,35.1,32.0,61.5,1.55,46.4,731,1
2256,9.7,6.3,25.1,26.8,27.1,54.3,1.61,33.7,632,2
2257,4.8,15.5,5.0,32.5,32.3,74.3,1.83,18.7,769,1
2258,7.2,13.0,39.7,35.7,19.5,102.1,2.04,49.8,472,1
2259,8.1,6.4,28.7,26.7,32.9,72.9,1.65,30.2,688,2
2260,4.6,14.4,35.6,43.4,39.4,88.4,1.78,48.0,639,1
2261,10.3,2.8,13.8,26.8,18.8,63.4,1.0,21.4,303,3
2262,14.4,7.8,3.1,22.6,11.3,47.1,1.06,9.8,351,3
2263,15.4,3.9,2.5,25.9,13.3,71.3,1.09,4.7,229,3
2264,14.9,1.0,3.7,25.6,20.2,74.7,0.84,8.6,287,3
2265,3.5,17.7,3.0,27.8,30.8,70.8,2.02,20.7,502,1
2266,4.0,12.4,13.4,30.5,29.8,82.0,1.71,26.6,473,1
2267,10.9,2.0,3.3,28.3,19.8,80.8,0.92,7.9,253,3
2268,13.8,5.0,4.0,26.5,24.9,69.5,0.98,11.9,304,3
2269,3.8,11.4,6.4,32.4,38.5,63.5,1.81,14.7,501,1
2270,5.1,15.9,11.8,30.5,22.9,58.2,1.52,24.8,431,2
2271,4.1,19.8,8.0,39.3,47.5,94.3,1.79,31.4,827,1
2272,10.0,5.6,3.5,25.2,11.3,71.5,0.88,9.0,393,3
2273,10.7,1.9,0.5,21.4,13.1,78.9,1.02,6.7,579,3
2274,13.5,5.1,19.1,26.2,15.0,60.3,0.84,22.0,466,3
2275,10.7,4.2,1.9,29.8,26.0,74.1,0.94,6.8,250,3
2276,10.1,6.1,7.8,25.6,13.6,78.5,0.89,12.4,398,3
2277,7.2,16.4,31.4,34.9,25.3,59.2,1.55,41.2,570,2
2278,14.0,6.3,15.8,24.2,28.3,58.7,0.84,18.8,243,3
2279,11.1,-0.3,29.5,31.9,28.7,61.4,1.06,31.9,212,3
2280,3.9,16.1,135.7,39.3,28.1,63.5,2.05,148.8,714,1
2281,4.2,6.6,20.6,44.0,34.3,111.0,1.95,39.6,741,1
2282,10.8,4.4,0.2,22.2,16.5,74.9,0.88,3.5,243,3
2283,11.3,5.9,0.9,28.9,18.2,55.0,1.11,7.3,469,3
2284,5.2,12.2,18.1,33.0,19.4,87.8,1.78,27.3,529,2
2285,5.7,13.0,18.5,31.4,28.9,53.2,1.42,27.9,319,2
2286,4.2,21.0,33.8,42.7,41.3,111.0,2.52,50.7,516,0
2287,5.0,10.4,3.5,30.9,31.0,62.0,1.36,7.3,297,2
2288,8.0,14.1,19.0,20.6,29.1,65.7,1.45,28.4,683,2
2289,5.9,3.3,10.8,31.0,31.3,89.4,2.01,17.3,435,2
2290,11.9,6.1,20.0,28.8,16.7,71.7,0.97,25.6,539,3
2291,7.8,1.7,60.5,31.3,29.3,86.0,1.68,65.1,655,2
2292,10.2,5.1,18.3,23.3,20.1,48.6,1.14,24.0,263,3
2293,11.4,7.9,16.8,23.2,23.9,78.4,1.44,19.3,456,2
2294,3.6,11.3,15.4,30.4,31.0,68.6,2.06,29.7,609,1
2295,11.3,5.4,2.6,20.5,24.8,61.9,0.97,4.7,296,3
2296,6.4,11.6,8.7,32.3,28.3,65.7,1.36,19.1,322,2
2297,5.5,16.9,1.0,25.9,23.0,49.6,1.96,12.6,592,2
2298,5.7,12.3,14.6,24.6,26.0,55.8,1.93,24.1,579,2
2299,5.9,9.5,8.9,26.9,27.3,81.0,1.39,15.8,620,2
2300,4.8,19.1,28.6,41.9,49.6,79.0,2.48,45.1,886,0
2301,5.6,19.7,28.5,36.7,22.6,81.0,1.91,43.7,628,1
2302,3.5,22.1,25.7,45.9,46.2,87.5,2.86,49.6,571,0
2303,4.4,18.6,3.3,39.3,22.5,59.3,2.12,14.2,775,1
2304,10.5,7.0,9.3,22.1,24.4,47.8,1.06,14.9,578,3
2305,5.7,12.3,2.9,32.7,27.8,77.8,1.86,11.1,426,1
2306,7.6,5.2,30.0,34.7,36.6,85.2,1.55,42.1,448,2
2307,11.6,3.6,14.1,21.3,22.7,58.5,1.01,20.9,567,3
2308,5.1,14.1,12.9,45.4,41.6,82.6,2.29,29.4,841,1
2309,6.6,13.1,40.6,29.5,25.0,82.2,1.7,50.6,591,2
2310,10.3,6.9,5.5,22.9,24.2,51.9,1.15,9.6,345,3
2311,12.7,1.7,14.6,23.5,23.1,43.0,1.14,19.0,297,3
2312,10.3,4.3,2.8,24.5,19.1,59.7,0.85,8.4,432,3
2313,3.4,20.4,9.0,33.9,32.1,75.6,2.36,20.9,511,1
2314,5.4,5.3,36.7,33.4,35.6,50.3,1.31,43.4,443,2
2315,5.4,19.2,6.3,35.4,34.4,71.3,2.35,19.7,714,1
2316,15.9,3.1,3.7,27.0,15.1,54.6,0.85,10.1,312,3
2317,11.8,7.3,13.3,26.2,26.0,80.8,0.98,15.8,602,3
2318,11.6,1.5,6.8,22.1,25.6,56.3,1.01,13.1,535,3
2319,4.7,8.0,33.4,43.7,34.5,66.8,1.79,36.4,608,1
2320,5.7,30.5,7.7,46.1,34.4,80.1,1.85,10.4,771,0
2321,9.8,12.1,16.7,34.9,18.4,65.4,1.67,27.2,351,2
2322,5.9,14.9,46.0,39.7,46.3,79.0,2.24,74.8,730,0
2323,10.3,3.9,10.1,24.7,20.9,57.2,1.1,14.7,355,3
2324,11.2,2.5,5.6,25.5,24.9,56.8,1.09,11.7,507,3
2325,11.7,3.8,25.0,24.5,22.0,65.2,0.96,28.4,217,3
2326,10.4,3.9,15.0,19.8,22.9,60.6,0.99,21.7,382,3
2327,13.7,3.7,24.8,26.4,21.8,51.5,0.93,27.2,215,3
2328,13.4,5.3,0.7,25.7,22.4,68.2,1.04,8.1,523,3
2329,5.9,4.4,1.0,30.3,23.1,91.8,1.31,18.8,359,2
2330,6.1,7.2,0.8,23.9,26.1,62.4,1.56,13.0,497,2
2331,7.6,16.4,63.7,28.3,32.3,51.1,1.57,75.6,648,2
2332,3.9,26.4,18.4,29.3,32.0,92.0,3.1,42.3,515,0
2333,10.3,3.6,0.1,22.3,20.7,73.0,1.18,8.4,471,3
2334,12.6,6.5,1.9,20.1,26.6,67.0,1.06,8.8,383,3
2335,6.4,25.5,12.2,43.8,43.2,103.9,3.36,32.6,722,0
2336,5.6,10.7,90.1,29.4,30.5,85.8,1.35,94.2,366,2
2337,4.2,11.7,149.1,29.4,34.9,93.3,1.79,168.1,793,1
2338,10.3,9.2,12.2,28.6,30.5,65.4,1.56,14.7,322,2
2339,5.6,3.9,5.1,29.8,29.6,76.9,1.61,11.5,358,2
2340,12.1,3.0,9.1,26.9,28.0,52.2,0.96,17.4,263,3
2341,11.5,7.7,7.4,22.8,17.5,57.6,0.86,12.6,509,3
2342,5.6,14.5,4.6,19.8,24.3,54.8,1.52,17.5,637,2
2343,17.2,6.3,8.5,20.1,24.6,55.0,1.07,10.7,431,3
2344,6.6,6.5,12.9,33.0,35.3,62.1,2.28,30.8,651,1
2345,5.1,13.7,7.2,30.8,36.1,60.9,1.37,20.0,342,2
2346,6.4,17.8,28.4,41.4,28.0,79.4,1.15,40.4,538,2
2347,5.4,15.3,18.7,34.4,37.1,107.9,1.99,33.4,388,1
2348,4.4,6.8,31.2,36.4,30.4,78.0,2.07,47.9,656,1
2349,3.0,20.5,99.2,41.9,54.9,98.7,2.62,115.1,708,0
2350,11.8,5.4,14.6,24.3,21.8,49.0,0.96,21.3,441,3
2351,10.5,6.3,8.9,23.4,27.0,65.6,1.03,10.0,322,3
2352,6.2,4.9,3.4,22.6,17.5,74.6,1.6,16.0,718,2
2353,18.8,-0.1,4.9,25.6,23.1,73.6,1.08,9.3,547,3
2354,3.4,25.9,55.2,29.5,30.6,62.5,1.84,63.2,688,1
2355,8.4,11.5,11.0,46.4,49.6,85.3,2.89,31.5,848,0
2356,5.7,7.3,47.1,30.0,22.1,67.1,1.82,61.3,639,2
2357,12.3,1.7,10.4,20.2,12.3,47.0,1.14,16.1,215,3
2358,3.9,20.7,19.1,36.1,27.8,70.2,2.21,37.6,454,1
2359,11.5,6.4,14.8,24.9,13.2,64.5,1.11,20.2,609,3
2360,5.9,7.2,0.7,30.2,30.5,49.8,1.56,8.0,706,2
2361,11.2,5.7,17.2,22.3,16.2,60.5,1.07,23.1,586,3
2362,10.7,16.8,7.5,17.5,18.4,51.6,1.56,22.3,284,2
2363,10.3,5.3,22.4,19.3,13.5,46.8,1.17,25.0,230,3
2364,5.5,11.1,0.8,23.8,17.8,70.3,1.42,12.7,606,2
2365,5.3,14.7,25.6,36.1,35.7,84.1,2.39,42.0,444,1
2366,5.8,17.7,11.1,31.4,27.4,69.4,2.02,28.2,400,1
2367,17.8,8.8,9.4,24.6,25.5,73.2,0.77,10.1,384,3
2368,8.3,6.9,8.7,28.6,18.6,86.6,1.79,20.7,483,2
2369,4.3,23.2,9.6,36.7,27.3,82.4,1.7,18.8,598,1
2370,13.9,7.0,2.9,22.0,16.3,47.7,0.9,6.0,379,3
2371,6.4,26.7,21.6,46.8,25.3,117.3,2.31,29.6,712,0
2372,5.0,15.1,11.3,30.3,34.4,72.1,2.0,33.6,726,1
2373,5.5,16.7,22.5,37.1,34.9,83.0,1.97,36.4,464,1
2374,12.0,3.3,1.5,22.7,23.8,53.6,1.06,4.5,359,3
2375,6.8,15.2,36.5,26.4,31.7,76.1,2.09,40.9,472,1
2376,6.0,12.5,1.0,26.8,21.8,72.2,1.41,11.3,602,2
2377,10.1,4.0,8.4,21.8,15.8,56.2,1.05,12.5,373,3
2378,11.6,16.3,8.3,35.9,21.4,61.0,1.41,18.0,613,2
2379,4.8,7.4,6.5,20.6,41.6,78.2,2.71,21.6,721,0
2380,3.3,17.8,34.6,49.9,47.7,101.3,2.72,51.9,795,0
2381,7.6,8.0,79.4,31.3,24.1,80.8,1.58,92.1,624,2
2382,11.3,3.4,1.4,26.3,12.2,46.7,1.04,4.3,193,3
2383,5.4,19.9,24.3,30.6,15.4,57.8,1.48,31.5,502,2
2384,10.1,17.4,34.5,28.7,17.3,67.6,1.36,44.7,499,2
2385,10.4,7.2,27.6,25.8,15.2,65.3,1.12,32.9,287,3
2386,5.2,6.8,9.5,35.5,23.6,76.3,1.76,23.0,579,2
2387,10.5,8.0,0.8,22.5,12.9,48.6,1.02,6.2,354,3
2388,9.9,16.7,7.1,27.2,36.6,88.6,2.39,26.7,442,1
2389,10.9,10.9,2.3,35.8,24.4,69.6,1.66,10.5,455,2
2390,3.8,16.3,11.1,36.6,28.1,74.7,1.04,30.9,409,1
2391,15.4,5.5,8.3,27.0,20.7,46.5,1.02,14.0,496,3
2392,5.5,5.5,39.8,23.3,30.8,90.9,1.44,55.4,696,2
2393,5.9,5.4,9.2,30.9,28.4,56.8,1.82,19.2,567,2
2394,10.8,15.6,38.2,34.8,24.0,60.9,1.28,54.1,308,2
2395,10.4,1.4,0.2,28.8,14.9,41.3,0.87,6.5,511,3
2396,3.9,35.0,8.1,44.9,50.1,103.0,2.54,28.8,821,0
2397,13.1,1.9,2.8,31.1,19.0,76.5,0.97,9.5,318,3
2398,11.8,6.2,20.7,29.3,15.4,42.3,1.0,25.3,524,3
2399,5.4,16.4,50.6,35.0,34.4,109.1,1.56,67.5,558,1
2400,2.7,21.1,22.5,40.9,36.6,72.9,2.33,43.4,592,0
2401,3.6,17.1,73.2,38.4,40.9,66.0,1.96,85.4,694,1
2402,10.3,3.7,7.6,28.6,12.0,81.6,0.92,14.1,524,3
2403,3.8,6.2,23.0,42.2,34.9,86.6,1.96,34.8,635,1
2404,4.4,10.4,10.3,35.6,22.6,71.9,1.66,27.3,555,1
2405,12.7,5.1,10.6,31.5,17.7,44.3,1.13,17.6,333,3
2406,11.4,1.5,4.2,19.3,20.8,50.7,1.05,10.2,416,3
2407,11.5,8.1,16.2,25.7,12.2,77.9,0.95,22.9,326,3
2408,5.0,16.1,16.8,25.2,20.8,90.6,1.39,27.6,381,2
2409,5.8,9.9,6.2,25.3,33.6,86.3,1.66,15.8,426,2
2410,6.7,7.1,11.3,32.1,21.7,72.6,1.55,25.5,374,2
2411,10.3,4.1,30.3,22.3,18.8,58.5,0.87,36.3,479,3
2412,9.6,8.2,11.3,35.2,37.1,79.8,1.42,18.6,510,2
2413,8.2,10.9,10.6,35.9,31.8,67.9,1.36,19.3,383,2
2414,5.7,25.0,13.9,38.8,28.8,115.0,2.97,39.3,900,0
2415,8.1,7.4,3.7,24.4,27.5,56.1,1.85,13.4,382,2
2416,11.9,15.3,9.4,32.6,29.3,68.5,1.77,19.9,451,2
2417,6.0,16.5,38.0,38.6,22.1,54.8,1.63,48.2,437,2
2418,12.7,7.9,0.1,27.1,13.8,75.3,1.03,7.1,499,3
2419,13.0,8.1,0.0,30.1,26.5,72.9,1.21,5.9,569,2
2420,24.8,5.9,3.0,19.7,12.5,47.2,1.12,11.0,259,3
2421,10.2,3.4,16.2,28.7,27.1,73.6,0.88,20.1,581,3
2422,14.7,5.1,0.8,35.1,28.7,72.5,0.92,17.8,573,2
2423,3.5,8.3,37.0,36.5,26.4,88.6,2.43,49.3,644,0
2424,5.7,13.4,15.7,36.4,21.9,61.9,1.75,22.4,616,2
2425,13.5,3.7,5.0,22.0,22.6,60.6,1.04,11.8,523,3
2426,13.0,7.1,8.5,21.2,15.8,55.0,1.04,13.5,503,3
2427,10.4,6.8,7.1,27.7,21.0,45.9,1.14,8.4,245,3
2428,3.2,21.7,34.7,29.1,38.8,120.7,2.67,56.0,569,0
2429,10.4,4.8,1.2,27.1,12.5,47.0,0.96,2.7,591,3
2430,11.4,5.8,10.5,18.8,13.9,75.9,0.76,18.4,557,3
2431,5.4,26.1,101.8,54.7,35.0,81.7,2.32,133.7,586,0
2432,6.9,11.0,35.8,29.2,34.6,93.2,1.34,46.6,346,2
2433,6.7,16.5,14.4,50.2,30.7,85.1,1.85,31.2,537,1
2434,5.1,15.4,5.4,31.0,26.9,63.5,1.56,13.4,446,2
2435,10.4,4.2,9.8,24.9,25.4,75.7,0.88,14.2,353,3
2436,5.3,12.5,6.0,30.7,26.7,81.5,1.53,9.7,473,2
2437,9.2,10.4,15.4,29.7,28.2,51.8,1.46,34.6,532,2
2438,8.2,9.1,1.3,25.7,21.7,67.7,1.27,12.4,540,2
2439,16.7,5.3,4.9,26.8,22.8,55.4,1.1,7.3,313,3
2440,6.9,3.3,2.4,34.8,25.1,73.2,1.35,8.8,362,2
2441,10.3,18.3,42.1,34.6,38.0,87.2,1.41,70.1,471,1
2442,15.7,8.2,18.7,27.3,16.4,47.5,0.86,17.4,543,3
2443,12.6,7.8,6.3,22.2,24.5,57.7,1.11,12.5,352,3
2444,13.8,4.8,8.4,26.4,23.4,45.7,0.97,11.3,426,3
2445,10.2,2.0,9.4,30.1,13.8,51.5,0.97,14.9,240,3
2446,12.1,2.9,24.7,29.4,12.0,72.7,1.16,28.4,204,3
2447,8.5,0.5,10.8,32.2,21.9,55.9,1.59,18.0,476,2
2448,8.2,12.8,6.8,31.6,23.0,88.9,1.4,18.6,542,2
2449,10.2,11.1,16.2,29.3,26.2,77.6,1.38,24.9,442,2
2450,5.4,12.5,83.2,39.8,16.3,73.3,2.36,90.4,666,1
2451,5.9,20.7,38.4,42.7,42.3,74.3,2.58,70.8,729,0
2452,11.6,4.9,16.8,22.4,20.1,62.4,0.85,21.1,591,3
2453,3.7,23.7,6.5,42.2,53.8,73.2,2.41,20.3,633,0
2454,14.0,4.5,29.3,24.3,24.1,53.7,0.96,32.8,217,3
2455,4.0,20.6,20.5,46.9,39.5,76.6,2.75,34.6,667,0
2456,14.8,5.0,5.5,21.7,22.5,76.5,0.98,8.4,340,3
2457,12.7,3.1,2.6,30.6,22.6,56.2,0.84,8.7,513,3
2458,10.0,4.4,15.7,23.2,13.8,48.6,1.05,17.8,464,3
2459,13.0,4.6,8.6,26.3,14.1,74.7,0.99,14.0,318,3
2460,7.7,13.0,59.3,34.5,28.4,76.9,1.77,71.9,586,1
2461,5.0,18.6,90.7,41.9,41.0,104.5,2.03,109.1,695,0
2462,6.1,5.4,3.0,35.4,27.3,58.4,1.54,9.5,411,2
2463,10.9,5.1,8.6,24.6,25.0,71.3,1.11,13.8,433,3
2464,12.3,5.4,6.3,27.5,21.9,80.6,1.04,11.2,317,3
2465,13.5,4.7,6.0,26.1,14.9,65.4,1.21,9.2,241,3
2466,10.1,6.6,18.5,24.9,23.4,64.4,1.09,24.4,481,3
2467,7.0,13.8,8.3,29.2,30.5,53.9,1.63,22.5,352,2
2468,4.2,20.5,23.7,36.6,47.4,103.0,2.51,45.6,593,0
2469,11.7,6.9,7.9,22.5,18.4,64.7,0.94,13.2,365,3
2470,5.2,6.6,16.0,34.0,24.2,84.0,1.29,21.9,379,2
2471,3.0,19.4,63.0,38.0,30.9,78.8,2.19,65.2,571,0
2472,6.6,24.5,30.2,38.5,43.1,97.0,2.91,54.0,773,0
2473,15.8,5.9,5.8,28.7,13.4,52.5,1.05,11.7,454,3
2474,8.3,24.7,67.7,36.0,24.9,70.9,2.13,75.3,458,1
2475,6.1,13.4,19.5,31.2,20.5,55.8,1.47,27.0,402,2
2476,8.5,17.1,35.7,42.2,55.3,101.8,2.17,55.9,698,0
2477,10.2,10.1,8.2,27.5,31.2,92.0,1.42,20.7,350,2
2478,5.2,12.3,39.0,24.9,30.3,54.3,1.6,56.5,351,2
2479,5.4,4.7,0.8,35.5,23.8,59.2,1.44,10.5,405,2
2480,5.1,10.1,1.4,22.9,25.5,86.5,1.45,6.6,458,2
2481,5.5,18.6,13.9,27.6,18.3,62.4,1.54,26.1,475,2
2482,9.2,9.0,2.8,34.2,38.3,85.7,1.36,11.8,590,2
2483,5.6,8.1,34.5,32.4,25.5,80.6,1.37,41.8,631,2
2484,10.9,5.2,1.9,24.0,26.1,45.0,1.15,7.1,265,3
2485,11.8,4.9,50.7,24.5,22.2,45.8,1.09,57.8,353,3
2486,7.5,16.9,40.0,38.8,27.8,69.4,2.32,52.2,451,1
2487,5.6,6.4,9.1,31.7,25.8,72.8,1.53,18.7,549,2
2488,7.3,10.3,2.6,35.1,19.0,71.0,1.61,16.5,374,2
2489,4.3,18.0,6.8,38.9,33.4,75.2,1.85,26.1,579,1
2490,4.9,33.2,8.2,43.1,37.0,102.6,2.36,30.7,782,0
2491,11.7,2.0,30.8,22.6,14.6,59.2,1.01,37.0,284,3
2492,11.7,6.6,10.4,22.0,25.7,76.8,1.03,16.3,449,3
2493,7.9,10.9,14.6,31.8,23.3,60.1,1.31,27.5,679,2
2494,4.8,15.1,41.5,32.3,29.2,64.1,2.44,53.5,697,1
2495,10.9,8.5,12.8,26.0,12.3,74.8,1.02,16.3,345,3
2496,5.6,9.1,23.1,22.2,32.2,81.3,1.39,37.3,576,2
2497,5.1,15.9,22.6,40.6,39.9,72.0,2.46,40.5,513,0
2498,3.0,11.2,5.5,47.3,39.6,98.9,2.56,30.3,604,0
2499,9.3,10.2,4.3,25.5,33.9,65.8,1.09,20.3,596,2
2500,6.3,11.9,4.5,31.6,29.0,85.1,1.23,19.4,429,2
2501,6.9,2.0,12.4,36.7,38.4,67.4,2.04,22.7,705,1
2502,10.1,2.1,4.1,23.2,19.0,74.3,1.1,7.7,274,3
2503,5.5,9.3,71.2,35.5,20.5,62.6,1.58,75.9,405,2
2504,6.7,9.6,0.7,25.3,22.5,64.3,1.52,14.2,301,2
2505,9.5,5.6,4.3,23.5,32.3,86.3,1.46,23.8,427,2
2506,19.2,4.3,10.5,22.4,22.1,73.2,0.87,16.3,427,3
2507,5.2,2.0,31.3,30.3,21.4,76.2,1.71,37.5,674,2
2508,6.6,15.0,28.3,30.3,31.4,65.0,1.65,39.7,384,2
2509,5.6,9.9,3.9,27.1,28.7,76.3,2.07,18.0,558,2
2510,11.9,5.0,2.5,23.6,22.3,45.6,0.81,8.8,463,3
2511,3.9,39.6,5.8,34.5,22.7,107.1,2.17,21.3,676,0
2512,5.7,4.9,13.1,35.6,33.1,47.4,1.66,30.9,328,2
2513,6.4,10.8,7.4,24.9,30.2,85.6,1.22,18.6,515,2
2514,5.2,7.6,14.0,27.1,33.8,57.1,1.91,31.6,452,2
2515,10.1,6.6,16.6,32.6,18.9,58.2,1.68,30.5,353,2
2516,11.0,2.3,1.6,24.0,24.7,75.7,1.08,5.8,355,3
2517,6.7,0.6,64.5,33.8,35.3,85.3,1.85,78.9,484,1
2518,10.4,7.2,15.0,24.1,11.0,63.0,1.03,20.8,265,3
2519,5.6,7.7,8.7,27.9,21.3,60.7,1.72,15.6,606,2
2520,5.4,16.9,41.1,40.0,41.8,84.5,1.83,57.1,578,1
2521,5.3,12.8,62.8,42.6,37.2,76.7,2.56,88.3,718,0
2522,6.2,3.4,106.6,29.2,27.5,77.6,1.86,114.2,549,2
2523,6.7,12.6,49.0,26.6,25.6,62.6,1.61,60.6,391,2
2524,13.6,5.0,5.1,23.2,20.5,73.4,0.96,9.8,556,3
2525,11.8,2.9,7.0,22.8,17.5,55.7,0.97,12.2,563,3
2526,13.4,7.0,1.7,29.1,22.0,47.1,0.97,6.7,566,3
2527,17.1,4.9,1.4,27.7,29.5,56.7,1.07,9.1,598,3
2528,10.4,7.6,0.9,19.2,18.2,72.5,0.91,8.9,381,3
2529,4.1,16.3,45.1,30.0,35.0,87.2,1.82,57.2,719,1
2530,6.7,14.5,23.3,33.4,24.2,74.2,2.16,38.5,724,1
